Employee ID,Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate,Years of Experience
fffe33003300320037003600,Male,Product,Yes,2,3.0,5.7,0.38,15.945205479452055
fffe3100370035003800,Male,Service,Yes,3,7.0,7.2,0.51,16.43013698630137
fffe32003800370031003400,Female,Service,Yes,4,8.0,8.1,0.74,16.375342465753423
fffe31003100380037003400,Male,Product,No,2,5.0,6.0,0.52,15.652054794520549
fffe31003200310039003400,Male,Service,No,3,7.0,8.9,0.87,15.536986301369863
fffe32003200310033003400,Male,Service,No,0,1.0,5.9,0.08,16.279452054794522
fffe3400380039003200,Male,Product,No,2,4.0,5.9,0.39,15.553424657534247
fffe32003900330037003900,Male,Product,Yes,1,3.0,4.1,0.29,16.46849315068493
fffe33003100380032003500,Female,Service,Yes,4,9.0,8.8,0.77,16.0
fffe32003200300030003100,Male,Service,Yes,3,4.0,6.7,0.45,16.16986301369863
fffe3600300038003400,Female,Service,Yes,2,3.0,5.8,0.46,15.926027397260274
fffe32003900380035003100,Female,Product,No,1,5.0,5.7,0.52,16.295890410958904
fffe3200310032003300,Male,Service,No,3,6.0,5.9,0.54,15.841095890410958
fffe32003400360036003100,Male,Service,Yes,1,2.0,3.7,0.26,15.843835616438357
fffe31003100360035003100,Female,Service,Yes,0,1.0,3.9,0.2,15.758904109589041
fffe32003700310035003700,Male,Product,No,3,5.0,6.8,0.68,16.39178082191781
fffe32003500360030003000,Male,Product,No,3,5.0,6.9,0.58,16.03287671232877
fffe32003400380037003500,Female,Product,Yes,3,5.0,5.5,0.44,16.443835616438356
fffe3200330034003000,Female,Product,No,2,4.0,7.3,0.54,16.013698630136986
fffe3900310034003300,Female,Service,Yes,2,4.0,5.9,0.25,15.904109589041095
fffe330033003200,Female,Service,Yes,1,3.0,4.5,0.27,16.473972602739725
fffe350034003600,Male,Service,Yes,2,3.0,3.1,0.23,16.268493150684932
fffe32003900360030003000,Male,Product,Yes,1,2.0,1.6,0.05,16.254794520547946
fffe31003600300033003600,Male,Product,No,1,3.0,4.3,0.21,15.706849315068494
fffe33003100340030003800,Male,Product,Yes,1,1.0,2.9,0.14,15.745205479452055
fffe32003000390033003300,Male,Service,Yes,2,4.0,6.4,0.48,16.356164383561644
fffe3300380030003000,Male,Service,Yes,2,3.0,6.7,0.43,16.457534246575342
fffe32003800390034003200,Female,Service,Yes,3,5.0,5.8,0.34,16.432876712328767
fffe32003000350038003600,Female,Product,No,3,4.0,6.7,0.5,16.167123287671235
fffe3800370034003600,Male,Service,Yes,2,4.0,5.2,0.45,16.52054794520548
fffe3500370032003500,Male,Service,No,2,4.0,8.1,0.68,16.19178082191781
fffe31003600370036003500,Male,Product,Yes,1,4.0,5.6,0.48,15.70958904109589
fffe31003400390030003000,Male,Product,Yes,2,5.0,6.6,0.52,15.841095890410958
fffe33003400320033003800,Male,Product,Yes,1,3.0,2.6,0.2,16.008219178082193
fffe33003000320038003200,Female,Product,Yes,3,4.0,6.1,0.4,16.435616438356163
fffe3100340031003700,Male,Service,No,2,3.0,6.3,0.48,16.484931506849314
fffe33003300380033003200,Female,Service,Yes,3,7.0,8.8,0.7,15.550684931506849
fffe32003600340039003900,Male,Product,Yes,3,6.0,8.1,0.6,16.232876712328768
fffe31003100360038003300,Female,Service,Yes,1,4.0,1.9,0.05,16.315068493150687
fffe31003000370031003800,Male,Product,Yes,1,2.0,2.1,0.14,16.432876712328767
fffe31003700380034003500,Male,Service,No,2,4.0,6.6,0.63,16.443835616438356
fffe31003400360039003400,Female,Service,Yes,2,3.0,5.0,0.27,16.161643835616438
fffe32003300350036003500,Male,Service,Yes,2,6.0,7.4,0.57,16.43013698630137
fffe33003000350031003000,Female,Service,Yes,3,7.0,7.7,0.57,15.676712328767124
fffe32003600300031003400,Male,Service,Yes,1,1.0,2.6,0.12,15.591780821917808
fffe31003600340038003900,Male,Service,Yes,1,1.0,2.8,0.23,15.882191780821918
fffe32003600310038003900,Male,Service,Yes,5,10.0,9.1,0.93,16.5013698630137
fffe3700320034003000,Male,Service,No,4,7.0,7.0,0.65,16.416438356164385
fffe3100300030003300,Male,Service,No,2,4.0,7.9,0.66,16.50958904109589
fffe3800320033003700,Female,Service,Yes,3,6.0,7.7,0.58,15.742465753424657
fffe3900300039003200,Female,Product,Yes,3,8.0,5.9,0.74,16.112328767123287
fffe33003300380030003700,Male,Service,No,3,6.0,8.1,0.73,16.353424657534248
fffe33003400300035003700,Female,Product,No,4,9.0,9.8,1.0,16.27123287671233
fffe33003000330036003700,Male,Service,No,2,5.0,3.9,0.3,15.90958904109589
fffe3200340032003500,Female,Service,Yes,1,4.0,4.4,0.32,16.44931506849315
fffe33003200390039003900,Male,Product,Yes,2,5.0,6.2,0.5,16.34794520547945
fffe31003300380030003500,Male,Service,No,0,1.0,1.0,0.03,15.723287671232876
fffe31003400320035003200,Male,Product,No,2,4.0,6.1,0.49,15.761643835616438
fffe33003100380032003300,Male,Service,Yes,2,5.0,4.1,0.34,15.849315068493151
fffe33003100320031003900,Male,Product,No,1,2.0,2.8,0.15,16.252054794520546
fffe33003300330032003900,Male,Product,No,1,1.0,1.5,0.07,16.41917808219178
fffe31003700350031003100,Male,Product,No,1,3.0,5.7,0.35,15.893150684931507
fffe31003300,Male,Product,Yes,3,6.0,6.8,0.61,16.057534246575344
fffe330033003300,Female,Product,Yes,2,4.0,5.3,0.33,15.624657534246575
fffe33003000300034003600,Female,Product,Yes,1,1.0,3.6,0.15,16.326027397260273
fffe32003300370036003500,Male,Product,Yes,1,2.0,5.5,0.35,15.704109589041096
fffe3500300038003700,Male,Service,Yes,1,2.0,5.9,0.29,16.28767123287671
fffe32003400370034003200,Female,Service,No,3,5.0,5.5,0.48,15.830136986301369
fffe32003400330033003900,Male,Service,Yes,1,1.0,1.1,0.04,15.838356164383562
fffe32003100380033003300,Female,Service,No,3,5.0,4.9,0.43,15.564383561643835
fffe3100330039003700,Female,Service,Yes,4,4.0,8.7,0.77,15.73150684931507
fffe31003500370037003800,Female,Product,No,1,1.0,1.7,0.13,15.610958904109589
fffe31003300340037003300,Male,Service,Yes,2,3.0,5.9,0.48,15.95890410958904
fffe32003100370037003400,Female,Product,No,3,7.0,5.9,0.57,15.523287671232877
fffe32003800320035003700,Male,Product,No,4,7.0,6.6,0.51,15.547945205479452
fffe3600370038003200,Male,Service,No,4,6.0,7.5,0.64,15.747945205479452
fffe31003000310032003400,Male,Service,Yes,2,4.0,5.0,0.41,16.34246575342466
fffe32003100380037003500,Male,Service,Yes,4,7.0,7.6,0.75,15.621917808219179
fffe32003600380031003200,Female,Product,Yes,4,5.0,5.8,0.48,15.597260273972603
fffe31003200370033003900,Female,Product,Yes,2,4.0,5.3,0.31,16.435616438356163
fffe3300330038003500,Male,Service,Yes,3,5.0,8.4,0.67,15.816438356164383
fffe33003300380038003200,Female,Service,Yes,2,5.0,5.5,0.45,16.126027397260273
fffe31003200360032003000,Male,Service,Yes,3,4.0,5.4,0.32,16.041095890410958
fffe32003800330039003100,Female,Product,Yes,1,4.0,5.3,0.35,15.695890410958905
fffe32003600380036003500,Female,Product,No,3,8.0,7.3,0.74,16.112328767123287
fffe33003000300039003500,Female,Service,Yes,1,3.0,3.8,0.31,15.698630136986301
fffe32003100330034003000,Male,Service,No,3,5.0,7.1,0.49,16.164383561643834
fffe31003000300037003400,Female,Service,No,2,5.0,6.7,0.53,15.87945205479452
fffe33003000340030003800,Female,Service,No,2,4.0,5.5,0.37,15.945205479452055
fffe32003900360037003900,Male,Product,No,3,5.0,6.2,0.59,16.484931506849314
fffe31003900300033003200,Male,Service,Yes,4,8.0,7.3,0.74,16.027397260273972
fffe33003400370031003200,Female,Service,Yes,2,4.0,5.1,0.37,16.383561643835616
fffe31003200330032003200,Male,Product,No,1,4.0,5.0,0.31,15.638356164383561
fffe31003100380036003900,Female,Product,Yes,3,5.0,6.1,0.5,16.205479452054796
fffe32003500380036003400,Male,Service,No,1,1.0,1.5,0.08,16.10958904109589
fffe32003700320039003300,Female,Service,No,1,3.0,5.8,0.43,15.72054794520548
fffe3400320036003500,Male,Product,No,2,4.0,5.5,0.33,16.221917808219178
fffe31003500320035003000,Female,Product,No,2,4.0,7.1,0.61,15.912328767123288
fffe3400380038003500,Male,Service,No,4,8.0,6.8,0.6,15.92876712328767
fffe32003700380031003800,Male,Service,Yes,4,7.0,7.7,0.68,16.232876712328768
fffe3800300030003900,Male,Service,No,1,1.0,0.0,0.0,16.45205479452055
fffe31003100330031003200,Male,Service,No,5,10.0,9.8,0.86,16.471232876712328
fffe3400310031003800,Male,Service,No,4,8.0,7.5,0.75,16.397260273972602
fffe31003200300034003400,Male,Product,No,3,7.0,6.7,0.59,16.24109589041096
fffe31003900340034003500,Female,Product,Yes,1,2.0,4.7,0.29,16.14246575342466
fffe31003300310039003700,Female,Service,Yes,2,5.0,5.1,0.32,16.372602739726027
fffe33003300340030003400,Female,Product,Yes,1,3.0,4.9,0.36,15.638356164383561
fffe33003000350039003200,Female,Service,Yes,1,1.0,1.9,0.04,15.835616438356164
fffe3900300033003500,Female,Service,Yes,0,1.0,0.0,0.0,15.90958904109589
fffe32003100380036003200,Female,Service,No,1,4.0,7.0,0.5,15.550684931506849
fffe3200320030003200,Male,Service,Yes,1,4.0,5.1,0.38,16.213698630136985
fffe32003000380032003200,Female,Product,Yes,3,4.0,5.9,0.42,15.734246575342466
fffe31003300390033003200,Female,Service,No,1,4.0,4.6,0.32,16.52054794520548
fffe33003200370030003000,Male,Service,No,4,7.0,9.4,0.84,16.18082191780822
fffe32003900310036003800,Male,Service,No,2,6.0,6.9,0.65,15.695890410958905
fffe31003100380035003000,Male,Product,No,3,4.0,6.8,0.47,15.747945205479452
fffe31003400340030003500,Female,Service,Yes,3,4.0,5.8,0.43,16.15068493150685
fffe3300390031003000,Male,Service,No,3,6.0,8.0,0.64,16.328767123287673
fffe310032003100,Female,Service,No,4,8.0,8.6,0.88,16.378082191780823
fffe31003500330032003400,Female,Product,No,1,3.0,6.3,0.47,16.01095890410959
fffe31003200370036003500,Female,Service,No,2,4.0,5.9,0.38,15.61917808219178
fffe3400390036003100,Male,Product,Yes,1,4.0,4.3,0.34,15.583561643835617
fffe32003500330037003100,Female,Service,No,4,8.0,7.2,0.7,15.69041095890411
fffe3700300034003200,Male,Product,Yes,2,4.0,5.2,0.45,15.627397260273973
fffe32003800380032003700,Female,Service,No,1,2.0,5.2,0.43,15.978082191780821
fffe33003100390038003600,Female,Service,No,1,3.0,5.9,0.38,16.265753424657536
fffe31003400380030003700,Female,Service,Yes,3,5.0,5.6,0.43,15.545205479452054
fffe32003800350034003600,Female,Service,No,3,6.0,7.7,0.58,15.978082191780821
fffe31003100380039003100,Male,Service,Yes,1,2.0,3.5,0.18,15.528767123287672
fffe3200390032003200,Female,Product,Yes,2,3.0,6.5,0.46,16.47945205479452
fffe3900340038003200,Male,Product,Yes,1,4.0,5.9,0.41,15.676712328767124
fffe3700340034003600,Female,Service,Yes,3,5.0,6.6,0.48,16.117808219178084
fffe31003200370031003100,Female,Service,No,1,4.0,5.9,0.56,15.93972602739726
fffe33003000310032003900,Male,Product,Yes,1,2.0,4.1,0.26,15.986301369863014
fffe31003600320036003500,Male,Product,Yes,2,4.0,6.2,0.44,16.246575342465754
fffe31003900390038003400,Female,Service,Yes,2,6.0,5.9,0.55,16.084931506849315
fffe31003500350030003800,Male,Product,Yes,4,7.0,6.9,0.49,15.580821917808219
fffe3400380036003900,Female,Service,No,5,9.0,5.9,0.72,16.386301369863013
fffe32003000340035003900,Female,Service,Yes,1,2.0,3.8,0.25,15.665753424657535
fffe32003300330033003800,Female,Service,No,4,8.0,8.8,0.7,15.978082191780821
fffe3200350039003900,Male,Product,No,1,2.0,5.9,0.47,15.712328767123287
fffe32003900350033003900,Female,Service,Yes,1,3.0,4.7,0.31,16.413698630136988
fffe33003000310034003600,Male,Service,No,2,4.0,7.5,0.65,15.63013698630137
fffe3700360035003300,Male,Product,No,2,5.0,7.0,0.66,16.304109589041097
fffe33003300350033003200,Male,Service,Yes,4,8.0,9.1,0.75,16.446575342465753
fffe32003400350033003000,Female,Product,Yes,2,2.0,4.5,0.24,15.893150684931507
fffe32003100300030003500,Male,Service,Yes,1,2.0,5.1,0.3,15.975342465753425
fffe33003000380033003100,Male,Product,Yes,2,3.0,3.5,0.27,15.553424657534247
fffe31003500390032003100,Female,Service,Yes,3,4.0,5.9,0.62,16.03013698630137
fffe32003900320030003400,Male,Product,No,4,9.0,8.6,0.71,16.378082191780823
fffe32003700380036003900,Female,Service,Yes,1,2.0,4.8,0.43,15.775342465753425
fffe31003400390030003300,Male,Product,No,4,4.0,5.9,0.78,15.693150684931506
fffe33003000310039003500,Female,Service,No,1,2.0,0.2,0.0,15.802739726027397
fffe33003100370037003100,Male,Product,Yes,2,4.0,4.6,0.4,16.334246575342465
fffe31003100390032003600,Female,Service,Yes,1,4.0,4.9,0.34,16.073972602739726
fffe31003900320031003100,Male,Service,Yes,2,4.0,4.9,0.33,15.534246575342467
fffe31003200310037003200,Male,Service,Yes,3,6.0,7.3,0.51,15.726027397260275
fffe31003900390031003100,Male,Service,Yes,1,1.0,4.5,0.26,15.95890410958904
fffe31003200380032003200,Male,Service,Yes,2,4.0,4.7,0.33,15.802739726027397
fffe390032003600,Female,Product,No,4,6.0,7.3,0.61,15.824657534246576
fffe31003200370030003100,Female,Product,No,5,8.0,8.1,0.84,15.567123287671233
fffe32003200330035003300,Male,Service,No,2,6.0,7.9,0.65,16.339726027397262
fffe31003300340036003600,Female,Service,Yes,2,3.0,6.5,0.45,16.367123287671234
fffe31003700300034003900,Female,Service,Yes,0,1.0,2.5,0.15,15.926027397260274
fffe32003800320035003300,Female,Service,No,3,7.0,7.4,0.55,16.339726027397262
fffe3400320034003700,Male,Service,Yes,1,3.0,3.7,0.18,15.597260273972603
fffe32003500340037003700,Male,Product,No,3,5.0,6.3,0.59,16.328767123287673
fffe32003800300030003600,Female,Service,Yes,3,5.0,5.3,0.36,15.868493150684932
fffe31003900380034003600,Male,Service,Yes,3,5.0,5.7,0.43,16.23835616438356
fffe32003700390030003100,Male,Product,No,2,4.0,7.5,0.61,16.161643835616438
fffe3200340038003400,Female,Product,No,3,6.0,7.5,0.56,15.780821917808218
fffe3800390032003900,Female,Service,Yes,4,8.0,5.9,0.73,16.145205479452056
fffe31003600390035003700,Female,Service,Yes,3,5.0,6.5,0.56,16.197260273972603
fffe33003400380038003600,Female,Product,Yes,0,2.0,3.6,0.16,16.09041095890411
fffe3100310035003200,Male,Service,No,3,5.0,6.3,0.49,15.657534246575343
fffe32003100370035003300,Male,Product,No,1,3.0,4.7,0.28,16.435616438356163
fffe31003600320030003700,Male,Service,Yes,2,6.0,6.4,0.52,16.063013698630137
fffe32003600350033003700,Female,Product,No,4,6.0,8.7,0.69,15.753424657534246
fffe31003700370031003500,Male,Service,No,4,8.0,7.5,0.78,16.16986301369863
fffe31003900300038003000,Female,Product,Yes,1,3.0,5.9,0.21,15.693150684931506
fffe31003700380036003100,Male,Product,Yes,3,4.0,6.0,0.56,16.40821917808219
fffe32003500320037003700,Male,Product,Yes,2,3.0,5.5,0.31,16.057534246575344
fffe31003200330034003100,Male,Product,Yes,0,1.0,2.8,0.2,15.8
fffe31003500380033003900,Male,Service,Yes,0,2.0,4.2,0.22,16.336986301369862
fffe31003000370030003600,Male,Service,No,3,8.0,9.0,0.74,16.312328767123287
fffe31003700350032003500,Male,Service,No,2,6.0,6.5,0.51,16.224657534246575
fffe32003000380032003300,Male,Product,Yes,3,6.0,7.5,0.56,15.89041095890411
fffe3300360033003900,Male,Service,Yes,3,4.0,5.1,0.37,15.986301369863014
fffe32003500310030003700,Male,Service,No,1,4.0,4.7,0.34,16.279452054794522
fffe31003100380036003700,Female,Service,Yes,2,3.0,5.6,0.42,15.687671232876712
fffe32003500370033003600,Male,Product,No,1,3.0,5.2,0.4,15.778082191780822
fffe31003100350031003100,Male,Product,No,2,3.0,5.9,0.11,16.367123287671234
fffe32003300390035003200,Female,Service,No,3,6.0,8.2,0.71,16.035616438356165
fffe33003300300036003800,Male,Service,No,2,6.0,7.4,0.53,16.512328767123286
fffe3700340033003100,Male,Service,No,3,7.0,8.2,0.75,15.742465753424657
fffe31003200300035003900,Male,Service,No,4,9.0,8.9,0.89,16.12054794520548
fffe32003500330039003600,Male,Product,No,2,4.0,4.7,0.38,16.284931506849315
fffe31003800300037003700,Female,Service,Yes,2,4.0,5.9,0.41,15.728767123287671
fffe31003600340033003000,Female,Service,No,2,3.0,6.0,0.4,16.52054794520548
fffe33003200340033003600,Male,Service,Yes,3,6.0,8.6,0.66,16.421917808219177
fffe3300360039003100,Male,Service,Yes,1,2.0,4.2,0.33,15.884931506849314
fffe31003700370039003600,Female,Service,Yes,3,5.0,3.9,0.34,16.334246575342465
fffe31003900370033003800,Female,Service,No,2,5.0,7.4,0.69,15.931506849315069
fffe31003400320031003400,Female,Product,No,1,3.0,3.7,0.25,16.394520547945206
fffe32003900360036003400,Male,Service,No,4,9.0,8.6,0.73,15.747945205479452
fffe31003600380032003800,Male,Product,Yes,0,1.0,3.9,0.21,16.34794520547945
fffe33003000310031003500,Male,Product,Yes,4,8.0,7.4,0.63,16.08219178082192
fffe33003100380030003000,Female,Service,No,1,3.0,3.7,0.3,16.117808219178084
fffe33003200380035003400,Female,Service,No,4,6.0,7.1,0.67,16.024657534246575
fffe3400330032003500,Female,Product,Yes,1,2.0,5.3,0.36,15.98082191780822
fffe3300370038003600,Male,Service,Yes,3,6.0,5.9,0.52,15.893150684931507
fffe3900380035003200,Female,Service,No,4,9.0,9.4,0.92,15.682191780821919
fffe33003100320034003100,Male,Service,No,3,6.0,6.9,0.53,16.153424657534245
fffe3700300034003100,Male,Product,No,4,6.0,5.9,0.5,16.46301369863014
fffe3500330038003800,Female,Service,No,4,6.0,6.5,0.62,16.43013698630137
fffe3500370035003800,Female,Service,Yes,1,2.0,2.3,0.17,16.378082191780823
fffe31003500350039003900,Male,Service,Yes,1,3.0,5.1,0.45,16.12054794520548
fffe32003300300039003000,Male,Service,No,3,5.0,7.2,0.57,15.994520547945205
fffe32003000310033003800,Male,Service,Yes,4,6.0,6.3,0.52,16.035616438356165
fffe3200380033003600,Male,Product,No,1,3.0,4.9,0.35,16.52054794520548
fffe3900390030003400,Female,Service,No,1,2.0,4.3,0.25,15.756164383561643
fffe3800370033003600,Male,Service,No,2,5.0,5.7,0.52,16.046575342465754
fffe33003200360038003500,Male,Service,No,1,4.0,5.4,0.31,16.254794520547946
fffe31003400340037003800,Female,Service,No,3,7.0,8.8,0.86,16.243835616438357
fffe3100350033003400,Male,Product,Yes,2,4.0,3.8,0.32,16.27123287671233
fffe3200360032003700,Female,Product,Yes,5,9.0,8.2,0.88,15.863013698630137
fffe330032003800,Female,Product,Yes,2,3.0,2.2,0.06,16.43013698630137
fffe33003000320036003800,Male,Product,No,3,5.0,5.1,0.45,16.45205479452055
fffe32003500340033003600,Male,Service,Yes,3,6.0,7.0,0.63,15.849315068493151
fffe3500350038003400,Male,Product,Yes,1,3.0,2.8,0.18,16.126027397260273
fffe32003900340034003400,Female,Service,Yes,2,4.0,6.3,0.41,15.717808219178082
fffe3100300031003100,Male,Service,No,3,6.0,7.0,0.56,16.052054794520547
fffe33003100380037003200,Female,Product,No,1,3.0,6.9,0.46,16.073972602739726
fffe31003500330034003800,Female,Product,Yes,5,9.0,5.9,0.8,16.427397260273974
fffe32003900380037003300,Male,Service,No,1,4.0,5.8,0.42,15.605479452054794
fffe3700310035003400,Female,Service,Yes,0,1.0,5.9,0.21,16.06027397260274
fffe31003100310037003800,Female,Service,Yes,2,4.0,4.2,0.33,15.53972602739726
fffe3900300033003400,Female,Service,Yes,0,1.0,3.5,0.22,15.835616438356164
fffe31003600300037003400,Male,Service,Yes,3,8.0,6.9,0.7,15.717808219178082
fffe31003600390034003500,Female,Service,No,4,8.0,5.9,0.8,15.693150684931506
fffe32003700350033003500,Female,Service,Yes,1,2.0,5.3,0.28,15.558904109589042
fffe3900340030003000,Female,Service,Yes,1,1.0,5.0,0.25,15.706849315068494
fffe3800350038003000,Female,Service,No,0,1.0,1.4,0.01,15.64109589041096
fffe33003300380031003400,Female,Service,No,2,3.0,4.5,0.24,15.6
fffe32003600300031003600,Female,Service,Yes,3,6.0,6.5,0.51,16.457534246575342
fffe31003000330039003800,Female,Service,Yes,1,4.0,7.5,0.54,16.07945205479452
fffe31003400350036003500,Female,Product,Yes,2,4.0,4.0,0.33,15.66027397260274
fffe3400380033003000,Female,Service,Yes,3,5.0,5.9,0.4,15.734246575342466
fffe3700320032003900,Male,Product,No,3,5.0,6.6,0.44,16.013698630136986
fffe32003500330032003000,Female,Service,Yes,0,2.0,4.1,0.3,15.887671232876713
fffe3500340039003200,Male,Product,No,0,1.0,4.4,0.27,15.63013698630137
fffe3100310035003500,Male,Service,No,3,7.0,7.1,0.62,15.997260273972604
fffe33003100370039003300,Female,Product,Yes,2,5.0,6.4,0.44,15.742465753424657
fffe32003500390033003400,Male,Product,Yes,4,7.0,6.1,0.58,15.997260273972604
fffe3700380039003500,Male,Service,No,2,5.0,6.5,0.57,16.13972602739726
fffe31003900340036003000,Female,Service,Yes,2,4.0,4.6,0.42,16.5013698630137
fffe3700320033003700,Female,Product,Yes,0,1.0,1.9,0.14,15.898630136986302
fffe32003700390039003200,Male,Service,Yes,1,3.0,5.1,0.42,16.254794520547946
fffe33003000350032003500,Female,Service,No,0,1.0,4.1,0.29,15.783561643835617
fffe32003100330030003600,Female,Service,Yes,3,6.0,5.9,0.43,16.421917808219177
fffe32003500380030003000,Male,Service,No,2,4.0,5.2,0.38,16.424657534246574
fffe3700350036003000,Male,Product,No,4,8.0,5.5,0.52,16.26027397260274
fffe350033003000,Male,Product,No,4,9.0,7.2,0.74,16.043835616438358
fffe32003100380034003900,Male,Product,No,1,3.0,6.0,0.52,15.89041095890411
fffe32003900380031003600,Male,Service,No,0,1.0,3.9,0.21,15.64109589041096
fffe3800340036003700,Female,Product,Yes,2,4.0,6.2,0.41,15.526027397260274
fffe31003300360032003300,Female,Service,No,3,7.0,5.9,0.82,15.884931506849314
fffe32003900380032003300,Female,Service,Yes,1,2.0,3.3,0.17,15.975342465753425
fffe33003100360039003500,Female,Service,No,3,7.0,6.8,0.69,15.528767123287672
fffe3500300036003900,Male,Product,Yes,0,1.0,2.2,0.11,16.14246575342466
fffe32003000320031003000,Male,Product,No,3,5.0,5.9,0.66,16.117808219178084
fffe32003900310036003500,Male,Product,No,3,7.0,7.7,0.63,16.50958904109589
fffe32003900380038003800,Female,Product,Yes,1,2.0,4.6,0.26,15.73150684931507
fffe32003900300034003400,Female,Service,Yes,0,1.0,2.6,0.17,16.257534246575343
fffe32003700390032003200,Female,Product,No,3,7.0,5.9,0.55,16.457534246575342
fffe3300330032003800,Male,Service,Yes,2,5.0,6.7,0.56,15.89041095890411
fffe31003500340037003000,Female,Service,No,2,4.0,7.1,0.63,16.306849315068494
fffe3200360037003400,Female,Service,Yes,2,3.0,3.6,0.15,16.167123287671235
fffe33003100380031003700,Male,Service,No,3,5.0,7.5,0.53,15.643835616438356
fffe32003000340033003800,Male,Service,Yes,4,7.0,5.9,0.6,16.350684931506848
fffe3400350030003100,Female,Service,Yes,3,7.0,8.3,0.65,15.665753424657535
fffe32003700380030003300,Female,Service,No,1,4.0,6.7,0.56,15.876712328767123
fffe31003100390030003900,Female,Service,No,1,2.0,5.9,0.24,15.610958904109589
fffe3800310035003300,Female,Service,No,1,3.0,7.2,0.51,16.421917808219177
fffe370039003900,Male,Service,Yes,3,4.0,3.8,0.31,15.663013698630136
fffe32003100390038003900,Female,Service,Yes,4,9.0,8.5,0.79,15.712328767123287
fffe3100350030003300,Female,Service,Yes,3,4.0,5.4,0.45,16.339726027397262
fffe3100380036003500,Female,Product,No,1,3.0,5.2,0.33,15.728767123287671
fffe3400330032003100,Male,Service,No,2,4.0,6.7,0.47,16.232876712328768
fffe31003000310031003600,Female,Product,Yes,1,2.0,2.4,0.19,15.64109589041096
fffe33003200340035003100,Male,Service,Yes,1,3.0,5.5,0.4,16.167123287671235
fffe31003200310033003000,Female,Product,No,0,1.0,1.7,0.04,16.273972602739725
fffe3900380034003300,Female,Service,Yes,2,5.0,4.6,0.36,16.21095890410959
fffe32003500320036003300,Female,Product,Yes,1,4.0,4.6,0.34,16.18082191780822
fffe31003200390030003300,Male,Service,Yes,2,3.0,4.4,0.37,15.745205479452055
fffe32003300360035003000,Female,Product,Yes,0,2.0,4.3,0.26,15.7013698630137
fffe31003100330033003600,Male,Service,Yes,1,1.0,4.5,0.26,15.852054794520548
fffe3200370039003000,Female,Service,No,2,5.0,6.2,0.38,15.92054794520548
fffe32003500390032003300,Male,Service,No,4,7.0,7.3,0.71,15.852054794520548
fffe32003700340039003700,Male,Service,Yes,1,2.0,3.3,0.26,16.22739726027397
fffe31003300390030003500,Female,Product,No,3,6.0,8.6,0.85,15.767123287671232
fffe31003900370039003900,Female,Service,No,3,5.0,6.6,0.65,16.30958904109589
fffe32003400300034003800,Female,Product,Yes,1,2.0,1.4,0.05,15.58904109589041
fffe32003300370033003400,Male,Service,Yes,2,5.0,4.0,0.3,15.868493150684932
fffe33003200390036003000,Male,Service,Yes,0,2.0,2.7,0.13,16.36986301369863
fffe32003000300030003800,Male,Service,No,3,5.0,6.2,0.4,15.810958904109588
fffe33003400330031003200,Male,Service,No,1,1.0,3.3,0.24,15.871232876712329
fffe31003800380039003600,Male,Service,No,3,7.0,8.1,0.69,16.39178082191781
fffe32003400360032003900,Female,Service,No,3,6.0,7.4,0.51,15.942465753424658
fffe32003100380033003700,Male,Service,Yes,2,3.0,4.7,0.27,15.810958904109588
fffe32003600370039003300,Female,Service,Yes,3,5.0,5.9,0.48,16.156164383561645
fffe31003700320032003000,Male,Service,Yes,1,4.0,6.0,0.37,16.41917808219178
fffe33003100390039003700,Male,Product,Yes,1,3.0,3.5,0.27,15.687671232876712
fffe32003800320032003200,Male,Product,Yes,2,6.0,8.5,0.74,15.526027397260274
fffe33003000360030003200,Female,Service,Yes,3,5.0,5.7,0.5,16.161643835616438
fffe33003200380036003900,Female,Service,No,1,3.0,5.3,0.32,15.772602739726027
fffe32003300310039003900,Female,Service,Yes,1,2.0,3.5,0.27,16.52054794520548
fffe3100370031003800,Female,Service,No,4,6.0,6.3,0.5,16.454794520547946
fffe3600360037003900,Female,Service,Yes,3,6.0,7.5,0.54,15.961643835616439
fffe31003100370030003100,Female,Product,Yes,2,4.0,7.7,0.59,15.567123287671233
fffe32003900320032003700,Female,Service,Yes,2,4.0,5.8,0.34,15.978082191780821
fffe31003600360032003600,Female,Service,Yes,2,5.0,4.7,0.36,16.375342465753423
fffe32003500320031003700,Male,Service,No,4,8.0,7.0,0.51,15.7013698630137
fffe33003100300035003300,Male,Service,Yes,3,7.0,5.5,0.51,15.860273972602739
fffe31003000310037003300,Male,Service,Yes,1,3.0,2.7,0.11,16.019178082191782
fffe31003900340033003400,Female,Product,Yes,3,6.0,5.6,0.51,15.682191780821919
fffe3500370038003400,Female,Product,Yes,4,5.0,5.4,0.49,16.0986301369863
fffe31003300340033003400,Male,Product,No,3,6.0,7.8,0.56,15.53972602739726
fffe32003600350032003700,Female,Service,Yes,3,6.0,5.2,0.41,16.350684931506848
fffe3100370038003400,Female,Service,Yes,1,3.0,3.2,0.2,15.901369863013699
fffe32003400340037003700,Male,Product,No,2,3.0,5.3,0.41,15.586301369863014
fffe3300320035003800,Female,Product,Yes,2,4.0,4.5,0.35,16.295890410958904
fffe32003600390038003500,Male,Service,No,3,6.0,7.6,0.56,16.145205479452056
